0	317.7
0	377.6
0.000238572	408.9975635
0.000238572	455.80873
0.000953845	487.4647441
0.002620563	522.1665792
0.005472001	552.5151065
0.007368784	571.8987092
0.010207723	594.53801
0.013034678	614.761216
0.014918169	631.754672
0.01820331	652.367822
0.021242766	673.046583
0.024975499	699.555367
0.027527615	717.378389
0.030538904	732.945009
0.033318715	745.841032
0.035618078	763.72362
0.038383825	779.3475
0.041132346	795.03837
0.043413833	810.43112
0.046835875	826.937345
0.049570812	842.862722
0.051833149	852.98668
0.053872465	862.959695
0.057929228	880.242948
0.060850479	891.10749
0.06398837	905.10192
0.067789481	919.678316
0.071129254	925.54664
0.075784423	941.084052
0.080196542	953.6967
0.082390718	958.614864
0.085902429	964.82038
0.09005092	971.67624
0.093535879	977.92333
0.095273816	971.044688
